QTL_ID	Symbol	Chromosome	Center_cM	Range_cM	Cood_A_bp	Coord_B_bp	Trait_Name	Significance	FlankMrkA2	FlankMrkA1	FlankMrkB1	FlankMrkB2
29511	BFSUS	3	298.13	298.13-298.13	73658226	73658266	Bone fracture	Significant				
37881	SUSBITE	3	33.88	33.88-33.88	8370875	8370915	Insect bite hypersensitivity	Significant				
37882	SUSBITE	3	33.97	33.97-33.97	8392669	8392709	Insect bite hypersensitivity	Significant				
37883	SUSBITE	3	261.60	261.60-261.60	64632314	64632354	Insect bite hypersensitivity	Significant				
166271	OSTD	3			105546982	105547022	Osteochondrosis dissecans	Significant				
166272	OSTD	3			105546982	105547022	Osteochondrosis dissecans	Significant				
166273	OSTD	3			105546982	105547022	Osteochondrosis dissecans	Significant				
166785	SUSLAR	3			105546982	105547022	Recurrent laryngeal neuropathy	Significant				
166791	SUSLAR	3			105829484	105884170	Recurrent laryngeal neuropathy	Significant		rs68533899	rs68454104	
178610	SUSBITE	3	342.23	340.45-344.00	84116142	84991051	Insect bite hypersensitivity	Suggestive	rs68598689			rs68558999
178609	SUSBITE	3	143.76	142.00-145.52	35084304	35953765	Insect bite hypersensitivity	Significant		rs68458751	rs68458854	
179366	SUSBITE	3	290.62	290.62-290.62	71803890	71803930	Insect bite hypersensitivity	Significant				
179367	SUSBITE	3	290.62	290.62-290.62	71803890	71803930	Insect bite hypersensitivity	Significant				
179379	SUSBITE	3	71.85	71.85-71.85	17751650	17751690	Insect bite hypersensitivity	Significant				
179380	SUSBITE	3	69.68	69.68-69.68	17214965	17215005	Insect bite hypersensitivity	Significant				
179381	SUSBITE	3	221.95	221.95-221.95	54836559	54836599	Insect bite hypersensitivity	Significant				
179402	SUSBITE	3	317.33	317.33-317.33	78402153	78402193	Insect bite hypersensitivity	Significant				
179403	SUSBITE	3	317.33	317.33-317.33	78402153	78402193	Insect bite hypersensitivity	Significant				
179404	SUSBITE	3	317.33	317.33-317.33	78402229	78402269	Insect bite hypersensitivity	Significant				
179405	SUSBITE	3	317.33	317.33-317.33	78402229	78402269	Insect bite hypersensitivity	Significant				
27166	OSTEO	4	7.8		0	100	Osteochondrosis	Significant				
27167	OSTEO	4	10.1		0	100	Osteochondrosis	Significant				
27168	OSTEO	4	57.8		0	100	Osteochondrosis	Significant				
27169	OSTEO	4	80.3		0	100	Osteochondrosis	Significant				
27170	OSTEO	4	81.5		0	100	Osteochondrosis	Significant				
27171	OSTEO	4	82.8		0	100	Osteochondrosis	Significant				
27172	OSTEO	4	71.3		0	100	Osteochondrosis	Significant				
27173	OSTEO	4	73.3		0	100	Osteochondrosis	Significant				
27187	OSTEO	4	17.2		0	100	Osteochondrosis	Significant				
27188	OSTEO	4	24.3		0	100	Osteochondrosis	Significant				
27189	OSTEO	4	142.8		0	100	Osteochondrosis	Significant				
27203	OSTEO	4	81.5		0	100	Osteochondrosis	Significant				
27204	OSTEO	4	82.8		0	100	Osteochondrosis	Significant				
27205	OSTEO	4	80.3		0	100	Osteochondrosis	Significant				
28237	OSTD	4	69.0		0	100	Osteochondrosis dissecans	Significant				
28238	OSTD	4	69.0		0	100	Osteochondrosis dissecans	Significant				
28239	OSTD	4	69.0		0	100	Osteochondrosis dissecans	Significant				
28331	CHRLYMP	4	117.7		0	100	chronic progressive lymphedema	Significant				
28339	CHRLYMP	4	117.7		0	100	chronic progressive lymphedema	Significant				
29274	RHOD	4	491.56	491.56-491.56	72076223	72076263	Rhodococcus equi infection	Significant				
29305	SUSBITE	4	135.76	133.38-138.14	24010915	24868953	Insect bite hypersensitivity	Suggestive	rs69570530			rs69609922
29306	SUSBITE	4	241.48	238.86-244.11	43000811	43945687	Insect bite hypersensitivity	Significant	rs69587273			rs69585851
37884	SUSBITE	4	551.00	551.00-551.00	99194106	99194146	Insect bite hypersensitivity	Significant				
119852	OSTEO	4	211.10	211.10-211.10	38004060	38004100	Osteochondrosis	Significant				
160690	SUSBITE	4	130.23	129.89-130.57	23383774	23505444	Insect bite hypersensitivity	Significant				
160691	SUSBITE	4			79687222	79957793	Insect bite hypersensitivity	Significant				
163996	OSTEO	4	332.70	332.70-332.70	59894742	59894782	Osteochondrosis	Significant				
163997	OSTEO	4	332.70	332.70-332.70	59894742	59894782	Osteochondrosis	Significant				
163998	OSTEO	4	332.70	332.70-332.70	59894742	59894782	Osteochondrosis	Significant				
178611	SUSBITE	4			80026563	80961523	Insect bite hypersensitivity	Suggestive	rs69535637			rs69493829
178612	SUSBITE	4			100077028	100917948	Insect bite hypersensitivity	Suggestive	rs69500307			rs69561207
179463	SUSBITE	4	25.22	25.22-25.22	4540708	4540748	Insect bite hypersensitivity	Significant				
179464	SUSBITE	4	25.22	25.22-25.22	4540708	4540748	Insect bite hypersensitivity	Significant				
179465	SUSBITE	4	25.50	25.50-25.50	4590789	4590829	Insect bite hypersensitivity	Significant				
179466	SUSBITE	4	249.57	249.57-249.57	44929029	44929069	Insect bite hypersensitivity	Significant				
179467	SUSBITE	4	249.57	249.57-249.57	44929029	44929069	Insect bite hypersensitivity	Significant				
179468	SUSBITE	4	249.57	249.57-249.57	44929029	44929069	Insect bite hypersensitivity	Significant				
27206	OSTD	5	65.5		0	100	Osteochondrosis dissecans	Significant				
27207	OSTEO	5	108.2		0	100	Osteochondrosis	Significant				
27208	OSTD	5	108.2		0	100	Osteochondrosis dissecans	Significant				
27209	OSTEO	5	79.3		0	100	Osteochondrosis	Significant				
27210	OSTD	5	79.3		0	100	Osteochondrosis dissecans	Significant				
27211	OSTEO	5	100.1		0	100	Osteochondrosis	Significant				
28235	OSTD	5		64.03 - 76.90	0	100	Osteochondrosis dissecans	Significant				
28236	OSTEO	5		66.40 - 74.13	0	100	Osteochondrosis	Significant				
29242	RHOD	5	855.68	855.68-855.68	79290149	79290189	Rhodococcus equi infection	Significant				
29244	RHOD	5	855.68	855.68-855.68	91479619	91479659	Rhodococcus equi infection	Significant				
29257	RHOD	5	855.68	855.68-855.68	88617348	88617388	Rhodococcus equi infection	Significant				
29266	RHOD	5	855.68	855.68-855.68	79290149	79290189	Rhodococcus equi infection	Significant				
29269	RHOD	5	855.68	855.68-855.68	90703075	90703115	Rhodococcus equi infection	Significant				
29270	RHOD	5	855.68	855.68-855.68	90706651	90706691	Rhodococcus equi infection	Significant				
29307	SUSBITE	5	256.29	251.52-261.05	26011955	26997808	Insect bite hypersensitivity	Suggestive	rs69481446			rs69484761
37902	OSTD	5	748.65	748.65-748.65	77424966	77425006	Osteochondrosis dissecans	Significant				
106322	heaves	5	54.52	54.29-54.74	5615076	5661460	Recurrent airway obstruction	Suggestive				
179360	SUSBITE	5			78269919	78269959	Insect bite hypersensitivity	Significant				
179364	SUSBITE	5			74013882	74013922	Insect bite hypersensitivity	Significant				
179458	SUSBITE	5	250.87	250.87-250.87	25944940	25944980	Insect bite hypersensitivity	Significant				
179459	SUSBITE	5	253.49	253.49-253.49	26215244	26215284	Insect bite hypersensitivity	Significant				
179460	SUSBITE	5			74007485	74007525	Insect bite hypersensitivity	Significant				
179461	SUSBITE	5			74007622	74007662	Insect bite hypersensitivity	Significant				
179462	SUSBITE	5			98392315	98392355	Insect bite hypersensitivity	Significant				
213525	EMSYND	5					Equine metabolic syndrome	Significant		rs1146804635	rs395683503	
213526	EMSYND	5			41701370	42144464	Equine metabolic syndrome	Significant		rs396994299	rs396519338	
213527	EMSYND	5					Equine metabolic syndrome	Significant		rs1142676323	rs1144669284	
28349	heaves	6		96.7-105.1	0	100	Recurrent airway obstruction	Significant		COR070	TKY323	
28350	heaves	6		96.7-113.9	0	100	Recurrent airway obstruction	Significant		COR070	TKY284	
29309	SUSBITE	6	110.72	102.49-118.95	6027980	6996215	Insect bite hypersensitivity	Suggestive	rs68658125			rs68635506
37885	SUSBITE	6	803.51	803.51-803.51	47258552	47258592	Insect bite hypersensitivity	Significant				
106323	heaves	6		1269.27-1269.40	74651871	74659625	Recurrent airway obstruction	Significant				
178613	SUSBITE	6			24181261	24962534	Insect bite hypersensitivity	Suggestive	rs68709969			rs68699018
178614	SUSBITE	6			43005654	43956194	Insect bite hypersensitivity	Suggestive	rs68650648			rs68650164
179359	SUSBITE	6			59819549	59819589	Insect bite hypersensitivity	Significant				
179388	SUSBITE	6	223.79	223.79-223.79	13162010	13162050	Insect bite hypersensitivity	Significant				
179391	SUSBITE	6	116.20	116.20-116.20	6834286	6834326	Insect bite hypersensitivity	Significant				
179410	SUSBITE	6	268.04	268.04-268.04	15764990	15765030	Insect bite hypersensitivity	Significant				
179411	SUSBITE	6	268.04	268.04-268.04	15764990	15765030	Insect bite hypersensitivity	Significant				
179413	SUSBITE	6	20.61	20.61-20.61	1212163	1212203	Insect bite hypersensitivity	Significant				
179414	SUSBITE	6	22.59	22.59-22.59	1328804	1328844	Insect bite hypersensitivity	Significant				
179416	SUSBITE	6			73076276	73076316	Insect bite hypersensitivity	Significant				
28323	CHRLYMP	7	45		0	100	chronic progressive lymphedema	Significant				
28324	CHRLYMP	7	46.1		0	100	chronic progressive lymphedema	Significant				
28351	heaves	7	69.5	63.2-78.3	0	100	Recurrent airway obstruction	Significant		TKY005	TKY282	
29284	SUSBITE	7	156.74	155.61-157.88	67014399	67994237	Insect bite hypersensitivity	Suggestive	rs68858629			rs68861649
29285	SUSBITE	7	198.51	197.43-199.59	85027904	85958467	Insect bite hypersensitivity	Suggestive	rs68682550			rs68690358
29310	SUSBITE	7	129.82	129.77-129.87	55888522	55929293	Insect bite hypersensitivity	Suggestive	rs68908063			rs68774494
29371	OSTEO	7	161.67	161.67-161.67	69623898	69623938	Osteochondrosis	Significant				
29372	OSTEO	7	161.67	161.67-161.67	69623898	69623938	Osteochondrosis	Significant				
29373	OSTEO	7	187.01	187.01-187.01	80536884	80536924	Osteochondrosis	Significant				
37886	SUSBITE	7	31.54	31.54-31.54	13582144	13582184	Insect bite hypersensitivity	Significant				
37887	SUSBITE	7	142.52	142.52-142.52	61379674	61379714	Insect bite hypersensitivity	Significant				
56198	OSTD	7	163.19	163.19-163.19	70280074	70280114	Osteochondrosis dissecans	-				
178615	SUSBITE	7	128.86	127.85-129.87	55062443	55929293	Insect bite hypersensitivity	Suggestive	rs68670527			rs68774494
179392	SUSBITE	7	44.39	44.39-44.39	19118856	19118896	Insect bite hypersensitivity	Significant				
179393	SUSBITE	7	44.39	44.39-44.39	19118977	19119017	Insect bite hypersensitivity	Significant				
179394	SUSBITE	7	199.03	199.03-199.03	85717460	85717500	Insect bite hypersensitivity	Significant				
179395	SUSBITE	7	199.03	199.03-199.03	85717479	85717519	Insect bite hypersensitivity	Significant				
179396	SUSBITE	7	199.03	199.03-199.03	85717586	85717626	Insect bite hypersensitivity	Significant				
179399	SUSBITE	7	191.41	191.41-191.41	82435471	82435511	Insect bite hypersensitivity	Significant				
179412	SUSBITE	7	131.80	131.80-131.80	56761577	56761617	Insect bite hypersensitivity	Significant				
193145	NAD	7	3.98	3.98-3.98	1712588	1712628	neuroaxonal dystrophy	Suggestive				
193146	NAD	7					neuroaxonal dystrophy	Suggestive				
193147	NAD	7					neuroaxonal dystrophy	Suggestive				
193148	NAD	7					neuroaxonal dystrophy	Suggestive				
193149	NAD	7					neuroaxonal dystrophy	Suggestive				
193150	NAD	7	9.41	9.41-9.41	4051136	4051176	neuroaxonal dystrophy	Suggestive				
193151	NAD	7	9.41	9.41-9.41	4053941	4053981	neuroaxonal dystrophy	Suggestive				
193160	NAD	7	9.41	9.41-9.41	4053941	4053981	neuroaxonal dystrophy	Suggestive				
193152	NAD	7					neuroaxonal dystrophy	Suggestive				
193153	NAD	7					neuroaxonal dystrophy	Suggestive				
193154	NAD	7					neuroaxonal dystrophy	Suggestive				
193155	NAD	7					neuroaxonal dystrophy	Suggestive				
193156	NAD	7					neuroaxonal dystrophy	Suggestive				
193157	NAD	7					neuroaxonal dystrophy	Suggestive				
193158	NAD	7					neuroaxonal dystrophy	Suggestive				
193159	NAD	7					neuroaxonal dystrophy	Suggestive				
193161	NAD	7	9.43	9.43-9.43	4060578	4060618	neuroaxonal dystrophy	Suggestive				
193162	NAD	7					neuroaxonal dystrophy	Suggestive				
27174	OSTEO	8	79.3		0	100	Osteochondrosis	Significant				
27175	OSTEO	8	108.8		0	100	Osteochondrosis	Significant				
29286	SUSBITE	8	750.23	744.37-756.09	63004267	63996074	Insect bite hypersensitivity	Suggestive	rs68755051			rs68701439
29513	BFSUS	8	872.21	872.21-872.21	73825093	73825133	Bone fracture	Significant				
37888	SUSBITE	8	96.15	96.15-96.15	8138610	8138650	Insect bite hypersensitivity	Significant				
37889	SUSBITE	8	828.59	828.59-828.59	70132275	70132315	Insect bite hypersensitivity	Significant				
37890	SUSBITE	8	828.59	828.59-828.59	70132786	70132826	Insect bite hypersensitivity	Significant				
160692	SUSBITE	8	43.84	42.98-44.70	3638239	3783874	Insect bite hypersensitivity	Significant				
178616	SUSBITE	8			39079035	39990997	Insect bite hypersensitivity	Suggestive	rs68820417			rs68809554
179401	SUSBITE	8			64784768	64784808	Insect bite hypersensitivity	Significant				
179406	SUSBITE	8			92699616	92699656	Insect bite hypersensitivity	Significant				
179407	SUSBITE	8	327.20	327.20-327.20	27694432	27694472	Insect bite hypersensitivity	Significant				
179408	SUSBITE	8			82054264	82054304	Insect bite hypersensitivity	Significant				
179409	SUSBITE	8			79554451	79554491	Insect bite hypersensitivity	Significant				
28299	CHRLYMP	9	63		0	100	chronic progressive lymphedema	Significant				
28300	CHRLYMP	9	60.6		0	100	chronic progressive lymphedema	Significant				
28325	CHRLYMP	9	29.5		0	100	chronic progressive lymphedema	Significant				
28326	CHRLYMP	9	59.2		0	100	chronic progressive lymphedema	Significant				
29243	RHOD	9	370.43	370.43-370.43	19578653	19578693	Rhodococcus equi infection	Significant				
29262	RHOD	9	370.43	370.43-370.43	19582519	19582559	Rhodococcus equi infection	Significant				
29276	RHOD	9	370.43	370.43-370.43	19578653	19578693	Rhodococcus equi infection	Significant				
29311	SUSBITE	9	328.64	326.67-330.61	78039929	78981692	Insect bite hypersensitivity	Suggestive	rs68783130			rs68786167
29374	OSTEO	9	94.13	94.13-94.13	22487076	22487116	Osteochondrosis	Significant				
29377	OSTEO	9	112.49	112.49-112.49	26874113	26874153	Osteochondrosis	Significant				
29378	OSTEO	9	112.49	112.49-112.49	26874113	26874153	Osteochondrosis	Significant				
29379	OSTEO	9	112.49	112.49-112.49	26874273	26874313	Osteochondrosis	Significant				
29380	OSTEO	9	112.49	112.49-112.49	26874273	26874313	Osteochondrosis	Significant				
29514	BFSUS	9	222.82	222.82-222.82	53231470	53231510	Bone fracture	Significant				
37891	SUSBITE	9	276.92	276.92-276.92	66153805	66153845	Insect bite hypersensitivity	Significant				
178618	SUSBITE	9	211.24	209.35-213.12	50013570	50912923	Insect bite hypersensitivity	Suggestive	rs68729334			rs68829107
178617	SUSBITE	9	60.73	58.99-62.47	14092246	14924288	Insect bite hypersensitivity	Suggestive	rs68729493			rs68736146
179418	SUSBITE	9	113.59	113.59-113.59	27136188	27136228	Insect bite hypersensitivity	Significant				
28333	CHRLYMP	10	32.1		0	100	chronic progressive lymphedema	Significant				
28332	CHRLYMP	10	49		0	100	chronic progressive lymphedema	Significant				
28334	CHRLYMP	10	51.3		0	100	chronic progressive lymphedema	Significant				
28335	CHRLYMP	10	52.3		0	100	chronic progressive lymphedema	Significant				
28336	CHRLYMP	10	69.8		0	100	chronic progressive lymphedema	Significant				
28337	CHRLYMP	10	38.7		0	100	chronic progressive lymphedema	Significant				
28338	CHRLYMP	10	46.9		0	100	chronic progressive lymphedema	Significant				
28340	CHRLYMP	10	49		0	100	chronic progressive lymphedema	Significant				
28341	CHRLYMP	10	49.8		0	100	chronic progressive lymphedema	Significant				
28342	CHRLYMP	10	32.1		0	100	chronic progressive lymphedema	Significant				
28343	CHRLYMP	10	51.3		0	100	chronic progressive lymphedema	Significant				
28344	CHRLYMP	10	52.3		0	100	chronic progressive lymphedema	Significant				
28345	CHRLYMP	10	69.8		0	100	chronic progressive lymphedema	Significant				
28346	CHRLYMP	10	38.7		0	100	chronic progressive lymphedema	Significant				
28347	CHRLYMP	10	46.9		0	100	chronic progressive lymphedema	Significant				
28348	CHRLYMP	10	55.9		0	100	chronic progressive lymphedema	Significant				
29328	OSTEO	10	279.41	279.41-279.41	48252478	48252518	Osteochondrosis	Significant				
29329	OSTEO	10	279.45	279.45-279.45	48258404	48258444	Osteochondrosis	Significant				
29330	OSTEO	10	279.60	279.60-279.60	48285478	48285518	Osteochondrosis	Significant				
29331	OSTEO	10	279.85	279.85-279.85	48328665	48328705	Osteochondrosis	Significant				
37903	OSTD	10	465.41	465.41-465.41	80373113	80373153	Osteochondrosis dissecans	Significant				
37904	OSTD	10	465.50	465.50-465.50	80389078	80389118	Osteochondrosis dissecans	Significant				
70911	OSTEO	10	327.51	327.51-327.51	56558890	56558930	Osteochondrosis	Significant				
160693	SUSBITE	10	75.35	74.98-75.72	12948489	13075518	Insect bite hypersensitivity	Significant				
178619	SUSBITE	10	165.01	162.19-167.84	28009495	28983946	Insect bite hypersensitivity	Suggestive	rs69000457			rs69001775
178621	SUSBITE	10	211.31	208.47-214.15	36000768	36981521	Insect bite hypersensitivity	Suggestive	rs68906822			rs68901126
178620	SUSBITE	10	171.12	168.54-173.71	29104821	29997876	Insect bite hypersensitivity	Suggestive	rs69001788			rs68974499
179415	SUSBITE	10	295.90	295.90-295.90	51100157	51100197	Insect bite hypersensitivity	Significant				
179417	SUSBITE	10	123.35	123.35-123.35	21301418	21301458	Insect bite hypersensitivity	Significant				
179420	SUSBITE	10	371.78	371.78-371.78	64203866	64203906	Insect bite hypersensitivity	Significant				
179421	SUSBITE	10	373.68	373.68-373.68	64532306	64532346	Insect bite hypersensitivity	Significant				
179422	SUSBITE	10			76735187	76735227	Insect bite hypersensitivity	Significant				
181841	ERU	10	260.23	260.23-260.23	44940500	44940540	Recurrent uveitis	Significant				
29287	SUSBITE	11			22016942	22985500	Insect bite hypersensitivity	Suggestive	rs68807502			rs68874910
29288	SUSBITE	11		1309.60-1365.29	23013547	23992162	Insect bite hypersensitivity	Suggestive	rs68874916			rs68866196
29289	SUSBITE	11		1481.25-1536.43	26030083	26999652	Insect bite hypersensitivity	Suggestive	rs68845666			rs68840832
29290	SUSBITE	11		1821.59-1875.60	32010755	32959976	Insect bite hypersensitivity	Suggestive	rs68944739			rs68950841
29312	SUSBITE	11		2278.09-2332.75	40032951	40993432	Insect bite hypersensitivity	Suggestive	rs68849552			rs68853389
29381	OSTEO	11	619.86	619.86-619.86	10892765	10892805	Osteochondrosis	Significant				
32155	EAVRESI	11		2812.54-2812.55	49424819	49424859	Equine arteritis virus	Significant				
32156	EAVRESI	11		2828.63-2828.64	49707587	49707627	Equine arteritis virus	Significant				
32157	EAVRESI	11		2825.01-2825.01	49643912	49643952	Equine arteritis virus	Significant				
32158	EAVRESI	11		2821.94-2821.94	49589932	49589972	Equine arteritis virus	Significant				
32159	EAVRESI	11		2818.70-2818.71	49533065	49533105	Equine arteritis virus	Significant				
32160	EAVRESI	11		2829.91-2829.91	49729938	49729978	Equine arteritis virus	Significant				
32161	EAVRESI	11		2823.30-2823.31	49613934	49613974	Equine arteritis virus	Significant				
32162	EAVRESI	11		2824.66-2824.66	49637752	49637792	Equine arteritis virus	Significant				
32163	EAVRESI	11		2821.63-2821.63	49584493	49584533	Equine arteritis virus	Significant				
32164	EAVRESI	11		2828.01-2828.01	49696659	49696699	Equine arteritis virus	Significant				
32165	EAVRESI	11		2824.07-2824.08	49627451	49627491	Equine arteritis virus	Significant				
32166	EAVRESI	11		2817.36-2817.36	49509484	49509524	Equine arteritis virus	Significant				
32167	EAVRESI	11		2820.48-2820.48	49564246	49564286	Equine arteritis virus	Significant				
32168	EAVRESI	11		2812.54-2812.55	49424819	49424859	Equine arteritis virus	Significant				
32169	EAVRESI	11		2810.53-2810.53	49389473	49389513	Equine arteritis virus	Significant				
32170	EAVRESI	11		2820.15-2820.15	49558513	49558553	Equine arteritis virus	Significant				
32171	EAVRESI	11		2819.41-2819.42	49545564	49545604	Equine arteritis virus	Significant				
32172	EAVRESI	11		2829.13-2829.13	49716320	49716360	Equine arteritis virus	Significant				
32173	EAVRESI	11		2820.96-2825.01	49572804	49643932	Equine arteritis virus	Significant		rs68888908	rs68888930	
37892	SUSBITE	11		1821.59-1821.59	32010735	32010775	Insect bite hypersensitivity	Significant				
37893	SUSBITE	11		1863.83-1863.83	32753102	32753142	Insect bite hypersensitivity	Significant				
37894	SUSBITE	11		1880.17-1880.17	33040144	33040184	Insect bite hypersensitivity	Significant				
160694	SUSBITE	11			41743465	41832225	Insect bite hypersensitivity	Significant				
178622	SUSBITE	11	22.79	1.17-44.40	20571	780294	Insect bite hypersensitivity	Suggestive	rs68850863			rs68853607
179419	SUSBITE	11			40721385	40721425	Insect bite hypersensitivity	Significant				
181833	ERU	11			7568993	7569033	Recurrent uveitis	Significant				
27176	OSTEO	12	361.42	361.42-361.42	0	100	Osteochondrosis	Significant				
28352	heaves	12	8.9		0	100	Recurrent airway obstruction	Significant				
32141	RER	12	66.40	25.6 - 34.6	0	100	Recurrent exertional rhabdomyolysis	Significant		UCDEQ411		
160695	SUSBITE	12			19366263	19527441	Insect bite hypersensitivity	Significant				
181835	ERU	12	114.64	114.64-114.64	3014132	3014172	Recurrent uveitis	Significant				
181842	ERU	12			11873550	11873590	Recurrent uveitis	Significant				
28353	heaves	13	54.8	0-64.2	0	100	Recurrent airway obstruction	Significant		COR069	TKY421	
28486	OSTEO	13	19.6	3.1 - 25.5	0	100	Osteochondrosis	Significant				
28487	OSTEO	13	22.6	21.6 - 25.9	0	100	Osteochondrosis	Significant				
29009	heaves	13	44.4	108.90-108.90	0	100	Recurrent airway obstruction	Significant				
29015	heaves	13	44.4	108.90-108.90	0	100	Recurrent airway obstruction	Significant				
29013	heaves	13	44.4	108.90-108.90	0	100	Recurrent airway obstruction	Significant				
29014	heaves	13	44.4	108.90-108.90	0	100	Recurrent airway obstruction	Significant				
29011	heaves	13	44.4	108.90-108.90	0	100	Recurrent airway obstruction	Significant				
29012	heaves	13	44.4	108.90-108.90	0	100	Recurrent airway obstruction	Significant				
29010	heaves	13	44.4	108.90-108.90	0	100	Recurrent airway obstruction	Significant				
29008	heaves	13	44.0	108.90-108.90	0	100	Recurrent airway obstruction	Significant				
29241	heaves	13	392.75	1429.73-1429.73	24309385	24309425	Recurrent airway obstruction	Significant				
29250	RHOD	13		1429.73-1429.73	31572912	31572952	Rhodococcus equi infection	Significant				
29260	RHOD	13		1429.73-1429.73	31572912	31572952	Rhodococcus equi infection	Significant				
137133	heaves	13			32843259	32843359	Recurrent airway obstruction	Significant				
178623	SUSBITE	13	330.70	324.63-336.78	20092697	20845017	Insect bite hypersensitivity	Suggestive	rs69017589			rs69026165
179361	SUSBITE	13	35.78	35.78-35.78	2214842	2214882	Insect bite hypersensitivity	Significant				
179436	SUSBITE	13	287.61	287.61-287.61	17801664	17801704	Insect bite hypersensitivity	Significant				
179437	SUSBITE	13	287.61	287.61-287.61	17801664	17801704	Insect bite hypersensitivity	Significant				
28354	heaves	14	63		0	100	Recurrent airway obstruction	Significant				
28488	OSTEO	14	158.7	148.3 - 169.4	0	100	Osteochondrosis	Significant				
28489	OSTEO	14	158.0	146.4 - 162.5	0	100	Osteochondrosis	Significant				
29268	RHOD	14	150.31	150.31-150.31	3055253	3055293	Rhodococcus equi infection	Significant				
37924	DWARF	14	6.39	6.39-6.39	3761335	3761375	Dwarfism	Significant				
37925	DWARF	14	9.20	9.20-9.20	5418599	5418639	Dwarfism	Significant				
70906	OSTEO	14	27.86	27.86-27.86	16401758	16401798	Osteochondrosis	Significant				
70907	OSTEO	14	58.23	58.23-58.23	34284093	34284133	Osteochondrosis	Significant				
70908	OSTEO	14	30.33	30.33-30.33	17858956	17858996	Osteochondrosis	Significant				
70909	OSTEO	14	30.35	30.35-30.35	17866774	17866814	Osteochondrosis	Significant				
70910	OSTEO	14	29.94	29.94-29.94	17626639	17626679	Osteochondrosis	Significant				
70912	OSTEO	14	57.12	57.12-57.12	33629991	33630031	Osteochondrosis	Significant				
70914	OSTEO	14	58.37	58.37-58.37	34366568	34366608	Osteochondrosis	Significant				
70915	OSTEO	14	29.78	29.78-29.78	17534533	17534573	Osteochondrosis	Significant				
70917	OSTEO	14	61.51	61.51-61.51	36214343	36214383	Osteochondrosis	Significant				
135440	LAMIN	14	117.67	117.67-117.67	69276794	69276834	Laminitis	Significant				
160696	SUSBITE	14	109.46	109.34-109.58	64375388	64516633	Insect bite hypersensitivity	Significant				
166274	OSTD	14	27.86	27.86-27.86	16401758	16401798	Osteochondrosis dissecans	Significant				
166275	OSTD	14					Osteochondrosis dissecans	Significant				
166276	OSTD	14	30.91	30.91-30.91	18198800	18198840	Osteochondrosis dissecans	Significant				
166277	OSTD	14	30.91	30.91-30.91	18198800	18198840	Osteochondrosis dissecans	Significant				
166278	OSTD	14	58.23	58.23-58.23	34284093	34284133	Osteochondrosis dissecans	Significant				
166279	OSTD	14					Osteochondrosis dissecans	Significant				
166280	OSTD	14	59.12	59.12-59.12	34803941	34803981	Osteochondrosis dissecans	Significant				
166281	OSTD	14	125.46	125.46-125.46	73865928	73865968	Osteochondrosis dissecans	Significant				
166283	OSTD	14	125.46	125.46-125.46	73865928	73865968	Osteochondrosis dissecans	Significant				
166282	OSTD	14	125.46	125.46-125.46	73865928	73865968	Osteochondrosis dissecans	Significant				
179423	SUSBITE	14	23.07	23.07-23.07	13580532	13580572	Insect bite hypersensitivity	Significant				
179424	SUSBITE	14	7.26	7.26-7.26	4274240	4274280	Insect bite hypersensitivity	Significant				
179425	SUSBITE	14	115.50	115.50-115.50	67999623	67999663	Insect bite hypersensitivity	Significant				
179426	SUSBITE	14	115.62	115.62-115.62	68068535	68068575	Insect bite hypersensitivity	Significant				
179433	SUSBITE	14	92.40	92.39-92.40	54397093	54397133	Insect bite hypersensitivity	Significant				
27150	OSTEO	15	75.5		0	100	Osteochondrosis	Significant				
27214	OSTEO	15	51		0	100	Osteochondrosis	Significant				
28256	GPT	15	81.8		0	100	Guttural pouch tympany	Significant				
28257	GPT	15	90.3		0	100	Guttural pouch tympany	Significant				
28258	GPT	15	50.6		0	100	Guttural pouch tympany	Significant				
28259	GPT	15	50.9		0	100	Guttural pouch tympany	Significant				
28260	GPT	15	51.4		0	100	Guttural pouch tympany	Significant				
28261	GPT	15	51.8		0	100	Guttural pouch tympany	Significant				
28271	GPT	15	59.4		0	100	Guttural pouch tympany	Significant				
28272	GPT	15	63.2		0	100	Guttural pouch tympany	Significant				
28273	GPT	15	48.3		0	100	Guttural pouch tympany	Significant				
28274	GPT	15	48.9		0	100	Guttural pouch tympany	Significant				
28275	GPT	15	49.3		0	100	Guttural pouch tympany	Significant				
28276	GPT	15	81.8		0	100	Guttural pouch tympany	Significant				
28277	GPT	15	50.6		0	100	Guttural pouch tympany	Significant				
28278	GPT	15	50.9		0	100	Guttural pouch tympany	Significant				
28279	GPT	15	51.4		0	100	Guttural pouch tympany	Significant				
28280	GPT	15	51.8		0	100	Guttural pouch tympany	Significant				
28281	GPT	15	90.3		0	100	Guttural pouch tympany	Significant				
28282	GPT	15	147.6		0	100	Guttural pouch tympany	Significant				
28283	GPT	15	52.4		0	100	Guttural pouch tympany	Significant				
28284	GPT	15	59.4		0	100	Guttural pouch tympany	Significant				
28285	GPT	15	63.2		0	100	Guttural pouch tympany	Significant				
28286	GPT	15	48.3		0	100	Guttural pouch tympany	Significant				
28287	GPT	15	48.9		0	100	Guttural pouch tympany	Significant				
28288	GPT	15	49.3		0	100	Guttural pouch tympany	Significant				
28289	GPT	15	81.8		0	100	Guttural pouch tympany	Significant				
