Run,Alias,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,sex,SRA_accession,SRA Study,title,AvgSpotLen,Bases,Bytes,AssemblyName
ERR1021709,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100643,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,3088784580,1947816559,
ERR1021710,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100644,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,2788199372,1730552350,
ERR1021711,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100645,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,3342598112,2134101162,
ERR1021712,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100646,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak3_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,3078442248,1865911665,
ERR1021713,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100647,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,2434476996,1408970253,
ERR1021714,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100648,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,1819888028,1130116165,
ERR1021715,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100649,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2162841772,1267563994,
ERR1021716,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100650,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3020759840,1951240693,
ERR1021717,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100651,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3434060336,2377128262,
ERR1021718,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100652,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3399199384,2310389448,
ERR1021719,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100653,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2841459824,1875868642,
ERR1021720,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100654,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3177020448,2106335381,
ERR1021721,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100655,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2783688432,1798210895,
ERR1021722,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100656,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3207791468,2151843002,
ERR1021723,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100657,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2814826560,1826798029,
ERR1021724,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100658,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2968210868,1928456943,
ERR1021725,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100659,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2832140808,1832250093,
ERR1021726,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100660,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2601409216,1645811891,
ERR1021727,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100661,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2371517092,1477088995,
ERR1021728,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100662,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2792019412,1787401307,
ERR1021729,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100663,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak4_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3135913368,1903801771,
ERR1021730,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100664,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2596700120,1504207680,
ERR1021731,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100665,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,1234012080,768082185,
ERR1021732,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100666,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,1477853132,867459171,
ERR1021733,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100667,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3883358780,2510486930,
ERR1021734,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100668,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,4427306408,3067510665,
ERR1021735,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100669,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,4385776360,2983020998,
ERR1021736,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100670,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3659051480,2417616527,
ERR1021737,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100671,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,4091870636,2714787663,
ERR1021738,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100672,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3578872780,2314948271,
ERR1021739,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100673,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,4129895028,2772614642,
ERR1021740,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100674,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3618144124,2350644129,
ERR1021741,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100675,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3821837320,2485012016,
ERR1021742,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100676,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3642542204,2359502760,
ERR1021743,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100677,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3357223436,2126293214,
ERR1021744,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100678,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3061506868,1908695755,
ERR1021745,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100679,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3595683896,2303841503,
ERR1021746,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100680,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak5_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,2620378684,1591959545,
ERR1021747,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100681,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,2221080232,1286469047,
ERR1021748,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100682,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,1735959260,1078710348,
ERR1021749,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100683,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,2186989364,1281012395,
ERR1021750,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100684,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,4194439788,2710248493,
ERR1021751,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100685,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,4978917832,3448885021,
ERR1021752,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100686,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,4978716932,3385915287,
ERR1021753,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100687,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,4159473388,2745810180,
ERR1021754,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100688,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,4649960840,3082635729,
